Temperature,Relative_Humidity,Heat_Index,Precipitation,Wind_Speed,Cloud_Cover,Condition
27.8,79.66,36.5,0,22.3,36.2,Partially cloudy
27.5,83.61,36.5,6.3,18.4,47.9,"Rain, Partially cloudy"
27.6,80.95,35.8,0.9,16.6,42.8,"Rain, Partially cloudy"
27.7,77.29,36.5,0,18.4,31.3,Partially cloudy
27.3,73.1,32.8,0,20.5,30.8,Partially cloudy
27.3,73.43,33.7,0,16.6,23.7,Clear
28.1,74.87,36.5,0,22.3,35.9,Partially cloudy
28.5,76.67,35.6,0,24.1,42.2,Partially cloudy
27.6,76.32,34.6,0,20.5,29.4,Partially cloudy
27.8,74.75,35.5,0,20.5,30.5,Partially cloudy
27.5,72.96,35.8,0,14.8,28.7,Partially cloudy
27.8,71.1,35.5,0,22.3,28.6,Partially cloudy
27.1,74.98,35,0,14.8,30.4,Partially cloudy
27.2,75.46,35.6,0,21,28,Partially cloudy
27.4,74.47,36,0,18.6,29.9,Partially cloudy
27.5,73.23,34.6,0,20.5,33.4,Partially cloudy
27.6,71.77,34.6,0,23.5,31.6,Partially cloudy
27.2,74.3,35.1,0,25.9,31.8,Partially cloudy
27.7,75.6,36.5,0,22.9,26.6,Partially cloudy
27.9,76.31,36.4,0,22.3,32.7,Partially cloudy
27.7,73.29,34.5,0,25.9,27.2,Partially cloudy
26.6,69.35,31.3,0,24.1,28.6,Partially cloudy
26,71.73,31.4,0,20.5,31.3,Partially cloudy
26.9,75.59,33.3,0,22.3,37.5,Partially cloudy
27.2,80.06,34.1,29,20.5,48.2,"Rain, Partially cloudy"
27.7,75.65,34.6,0,22.3,25.7,Partially cloudy
27.8,74.44,35.6,0,18.4,29.9,Partially cloudy
27.7,74.81,35.5,0,29.5,29.9,Partially cloudy
27.2,69.67,33.1,0,22.3,33.9,Partially cloudy
26,69.72,31.4,0,25.9,24.9,Clear
26.3,68.87,33,0,22.3,25.4,Partially cloudy
27.1,71.19,33.7,0,19.8,30.2,Partially cloudy
26.3,82.7,32.7,6,14.8,52.7,"Rain, Partially cloudy"
27.6,82.93,36.6,4.8,29.5,43.3,"Rain, Partially cloudy"
28.1,75.71,36.8,0,25.9,37.4,Partially cloudy
27.6,75.35,34.6,0,29.5,26.1,Partially cloudy
27,70.11,32.6,0,20.5,33.6,Partially cloudy
26.6,71.16,34.6,0,27.7,26.7,Partially cloudy
26.8,71.6,35.5,0,24.1,28.2,Partially cloudy
26.9,70.79,34.6,0,20.5,28.5,Partially cloudy
26.7,71.42,33.9,0,29.5,27.2,Partially cloudy
26.6,72.42,32.8,0,20.5,30.6,Partially cloudy
26.5,75.45,33.3,0,22.3,35.2,Partially cloudy
27,75.36,34.1,0,27.7,28.2,Partially cloudy
27.7,74.03,35.7,0,25.9,29.7,Partially cloudy
27.9,70.7,34.7,0,22.9,33.1,Partially cloudy
27.5,71.79,35.8,0,24.1,27.5,Partially cloudy
27.3,69.77,33.7,0,18.4,26.8,Partially cloudy
27.4,73.01,34.6,0,20.5,31.7,Partially cloudy
28,72.98,35.8,0,23.5,30.1,Partially cloudy
27.6,71.18,34.6,0,22.3,28.5,Partially cloudy
27,68.19,33,0,33.5,29.6,Partially cloudy
26.7,69.19,33.7,0,22.3,30.8,Partially cloudy
26.8,66.19,32.4,0,20.5,32.4,Partially cloudy
27.2,71.79,33.7,0,20.5,37.9,Partially cloudy
27.7,72.2,35.5,0,25.9,31.7,Partially cloudy
27.9,70.35,34.9,0,27.7,28.8,Partially cloudy
27.1,69.23,32.6,0,25.9,25.3,Partially cloudy
27.1,69.89,33.7,0,27.7,25.1,Partially cloudy
27.2,69.13,33,0,25.9,28.5,Partially cloudy
27.8,70.34,34.6,0,29.5,28.8,Partially cloudy
27.8,67.92,32.9,0,29.5,28.6,Partially cloudy
27.3,68.47,33,0,27.7,28.1,Partially cloudy
27.4,68.92,33.9,0,35.3,27.3,Partially cloudy
28,66.49,33.7,0,33.5,30.1,Partially cloudy
28,65.75,33.2,0,22.3,35,Partially cloudy
27.1,69.47,32.9,0,20.5,47.5,Partially cloudy
27.8,64.75,32.9,0,25.9,55,Partially cloudy
27.6,64.51,33.5,0,22.3,38.8,Partially cloudy
27.3,67.96,33.7,0,29.5,50,Partially cloudy
27.8,69.24,35,0,22.3,36.3,Partially cloudy
28.6,68.23,36,0,29.5,41.4,Partially cloudy
27.9,71.4,34.6,0,24.1,54.3,Partially cloudy
28.2,69.05,34.4,0,25.9,52.5,Partially cloudy
28.2,72.03,34.7,0,31.7,46.3,Partially cloudy
29,68.09,34.4,0,27.1,34.7,Partially cloudy
28.9,70.59,35.8,0,33.5,35.1,Partially cloudy
27.8,73.64,35.4,0,24.1,36.9,Partially cloudy
28.5,65.44,36,0,24.1,38.3,Partially cloudy
27.2,66.26,33.9,0,18.4,42.1,Partially cloudy
28.1,63.98,34.8,0,21.7,37.9,Partially cloudy
28.6,66.55,36.1,0,24.1,27.9,Partially cloudy
27.6,71.97,36.5,0,31.7,30.9,Partially cloudy
28.8,69.92,35.5,0,25.9,43.3,Partially cloudy
28.1,73.91,36.3,0,25.9,36.1,Partially cloudy
28.6,64.77,33.7,0,24.1,39.3,Partially cloudy
27,67.89,32.4,0,24.1,33,Partially cloudy
27.3,67.85,33.8,0,24.1,30.9,Partially cloudy
28.6,60.41,35.3,0,24.1,31.8,Partially cloudy
28.9,62.77,35.4,0,28.4,30.8,Partially cloudy
29.1,66.51,36.7,0,27.7,41.5,Partially cloudy
28.1,75.42,36.4,0,16.6,43.3,Partially cloudy
28.1,77.53,36.8,0.3,20.5,49.3,"Rain, Partially cloudy"
28.2,77.48,36.4,0,22.3,46.4,Partially cloudy
29.1,72.62,36.7,0,27.7,34.8,Partially cloudy
28.9,71.81,36,0,18.4,37.1,Partially cloudy
29.1,73.01,37.7,0,25.9,39.6,Partially cloudy
28.7,72.01,37.5,0,22.3,50.5,Partially cloudy
30.2,67.06,39.3,0,25.9,42.2,Partially cloudy
29.4,69.35,36.8,0,20.5,51,Partially cloudy
29,68.86,38.1,0,22.3,37.9,Partially cloudy
28.8,71.19,36.9,0,22.3,37.3,Partially cloudy
30.5,64.88,38.7,0,29.5,33.5,Partially cloudy
28.7,73.77,37.8,0,22.3,30.3,Partially cloudy
30.3,67.65,40.6,0,22.9,31.8,Partially cloudy
29.2,71.26,38.1,0,22.3,37.7,Partially cloudy
29.8,68.26,37,0,20.5,32.4,Partially cloudy
31,65.01,39.3,0,18.4,39.8,Partially cloudy
30.9,62,38.2,0,32.3,37.7,Partially cloudy
30.6,64.83,38.6,0,22.9,28.7,Partially cloudy
30.2,65.88,38.4,0,29.5,29.8,Partially cloudy
30,64.43,40.6,0,27.7,32.9,Partially cloudy
30.5,65.36,42.1,0,24.1,40.5,Partially cloudy
28.8,74.65,38.2,1.5,22.3,51.9,"Rain, Partially cloudy"
27.9,79.48,37.1,0.2,17.9,45.8,"Rain, Partially cloudy"
29.1,73.27,40.3,0,24.1,43,Partially cloudy
29.8,67.98,39.6,0,20.5,33.2,Partially cloudy
30.1,68.11,43.3,0,24.1,31.5,Partially cloudy
29.6,67.45,39.3,0,18.4,36.6,Partially cloudy
29.5,64.66,40.6,0,22.3,36.6,Partially cloudy
27.9,75.76,38.1,81.4,27.7,44.2,"Rain, Partially cloudy"
28.5,75.97,38.6,0,24.1,48.7,Partially cloudy
28.7,74.23,38.1,0,14.8,37.2,Partially cloudy
29.8,69.68,39.3,0,18.4,49.9,Partially cloudy
30,71.34,40.6,0,22.3,41.7,Partially cloudy
30.2,68.27,38.1,0,14.8,40.3,Partially cloudy
29.7,68.43,37.4,0,16.6,39.6,Partially cloudy
29.7,60.65,35.1,0,22.3,30.5,Partially cloudy
29.1,64.01,37,0,18.4,35.5,Partially cloudy
29.7,64.21,37.6,0,16,36.4,Partially cloudy
30.1,65.72,37.9,0,19.1,38.8,Partially cloudy
30,67.98,38,0,20.5,38.4,Partially cloudy
29.8,67.93,39.3,0,22.3,41.1,Partially cloudy
28.9,74.35,38.5,17.5,25.9,46.5,"Rain, Partially cloudy"
29.5,73.92,37.7,0,24.1,44.2,Partially cloudy
29.3,74.61,39.5,0,18.4,39.4,Partially cloudy
29.6,71.3,39.3,0,20.5,43.4,Partially cloudy
30.2,67.42,40.6,0,16.6,38.7,Partially cloudy
29.3,70.96,39.4,0,20.5,38.2,Partially cloudy
29.8,71.33,40.6,0,20.5,37.8,Partially cloudy
29.3,73.07,39.3,0,18.4,36.5,Partially cloudy
27.4,81.08,38,0,22.3,44.6,Partially cloudy
28.1,78.5,37.7,0.7,29.5,51.6,"Rain, Partially cloudy"
27.1,83.82,36.2,3.3,16.6,43.5,"Rain, Partially cloudy"
26.4,85.56,34.6,0.5,18.4,42.2,"Rain, Partially cloudy"
27.1,82.71,40.4,81,18.4,45.5,"Rain, Partially cloudy"
27.2,82.88,37.9,4,24.1,43.8,"Rain, Partially cloudy"
27.2,84.1,35.5,0,18.4,46.6,Partially cloudy
27.5,83.01,38.1,2,16.6,50.9,"Rain, Partially cloudy"
28,81.3,37.7,0,22.3,50.1,Partially cloudy
28.9,77.05,38.7,0,24.1,44.5,Partially cloudy
27.6,83.67,36.5,2.4,11.2,57.5,"Rain, Partially cloudy"
25.8,91.58,36,36,16.6,48.4,"Rain, Partially cloudy"
27.4,84.27,39.2,15.1,22.3,53.8,"Rain, Partially cloudy"
27.2,86.47,37.3,25,9.4,46.8,"Rain, Partially cloudy"
27,88.29,39.2,44,25.9,51.2,"Rain, Partially cloudy"
27,85.69,36.2,3.5,16.6,43.2,"Rain, Partially cloudy"
26.8,86.7,37.7,21.2,18.4,44.7,"Rain, Partially cloudy"
27,86.36,37.4,11,27.7,47.5,"Rain, Partially cloudy"
26.3,88.96,31.9,4.5,18.4,44.7,"Rain, Partially cloudy"
29.4,76.02,39.3,0,20.5,47.1,Partially cloudy
29.1,76.54,38.9,0.4,16.6,39.1,"Rain, Partially cloudy"
29,77.69,42,0,20.5,47.1,Partially cloudy
29,79.2,40.6,5,24.1,48.4,"Rain, Partially cloudy"
28,83.96,41.8,13.1,22.3,63.6,"Rain, Partially cloudy"
28.5,79.9,40.6,3.3,37.1,46.2,"Rain, Partially cloudy"
27.7,84.99,44.7,22.1,29.5,55.5,"Rain, Partially cloudy"
28.9,77.02,40.2,1,18.4,45.2,"Rain, Partially cloudy"
28.2,81.2,40.6,4,16.6,41.8,"Rain, Partially cloudy"
27.3,84.63,36.6,108,18.4,48,"Rain, Partially cloudy"
27,84.44,39.2,35,17.9,48,"Rain, Partially cloudy"
27.7,82.41,38.2,4,18.4,48.2,"Rain, Partially cloudy"
26.9,84.34,37.7,0,22.3,42.1,Partially cloudy
27.2,83.31,40.6,5,22.3,35.3,"Rain, Partially cloudy"
28.4,76.99,39.3,9.2,24.1,47.6,"Rain, Partially cloudy"
26.4,87.11,37.9,53,22.3,55.3,"Rain, Partially cloudy"
26.5,86.55,36.9,81,25.9,52.7,"Rain, Partially cloudy"
27,83.99,37.7,14,27.7,60.8,"Rain, Partially cloudy"
26.9,84.05,37.9,6.5,14.8,48.1,"Rain, Partially cloudy"
28.3,78.78,36.4,37,25.9,58.6,"Rain, Partially cloudy"
26.2,86.52,34.1,6.2,18.4,53.1,"Rain, Partially cloudy"
28.3,73.93,39.3,0,18.4,46.4,Partially cloudy
29,64.22,35.8,0,18.4,27.5,Partially cloudy
28.5,67.31,37.3,7,16.6,41.8,"Rain, Partially cloudy"
27.9,82.63,37.7,13,24.1,45.9,"Rain, Partially cloudy"
28,80.7,36.5,4,27.7,49.6,"Rain, Partially cloudy"
28.1,79.45,36.5,0,20.5,39.2,Partially cloudy
29,75.66,37.7,0,22.3,59,Partially cloudy
28.2,79.54,36.7,0,16.6,54.9,Partially cloudy
27.7,81.95,37.3,0,22.3,45.5,Partially cloudy
26.9,87.46,37.8,0.1,14.8,56.6,"Rain, Partially cloudy"
27.3,86.26,37.8,24.1,14.8,48.3,"Rain, Partially cloudy"
28.1,83.59,39.1,26,14.8,61.8,"Rain, Partially cloudy"
26.9,86.13,37.3,48.7,17.2,62.9,"Rain, Partially cloudy"
27.1,83.68,38.2,0,22.2,48.4,Partially cloudy
26.3,87.31,37.9,1,24.1,43.8,"Rain, Partially cloudy"
26.6,85.95,36.2,6.3,20.5,46.9,"Rain, Partially cloudy"
27.3,83.28,38.1,13,20.5,74.8,"Rain, Partially cloudy"
27.7,82.45,40.6,3,24.1,58.2,"Rain, Partially cloudy"
27.5,80.03,39.2,3.2,27.7,44.3,"Rain, Partially cloudy"
26.6,83.19,36.5,26,21.1,58.2,"Rain, Partially cloudy"
27,80.43,35.8,0,27.7,51.1,Partially cloudy
27.4,81.33,36.5,3,31.7,40.7,"Rain, Partially cloudy"
27.7,78.67,36.2,0,22.3,44.9,Partially cloudy
27.5,79.99,36.5,0,24.1,49.3,Partially cloudy
27.8,79.68,37.9,0,31.7,51.1,Partially cloudy
28.3,76.98,37.9,3.2,26.5,53.6,"Rain, Partially cloudy"
26.4,88.27,35.6,34,25.9,65.4,"Rain, Partially cloudy"
26.2,87.12,36.7,67.2,16.6,60.8,"Rain, Partially cloudy"
26.5,83.32,34.3,1.1,25.9,65.5,"Rain, Partially cloudy"
27.4,79.09,35.5,0,31.7,39.9,Partially cloudy
27.8,79.89,37.7,1.2,33.5,48.1,"Rain, Partially cloudy"
26.6,85.92,36.2,17.3,24.1,58.9,"Rain, Partially cloudy"
27.1,85.64,37.4,17.7,22.3,51.6,"Rain, Partially cloudy"
26.4,86.18,36.6,2.6,33.5,62.7,"Rain, Partially cloudy"
26.8,84.55,36.2,1.2,39.8,50.3,"Rain, Partially cloudy"
28.6,77.02,37.7,0,38.4,58.1,Partially cloudy
28.2,78.78,37.7,0,33.5,53.5,Partially cloudy
28.4,76.31,36.8,0,37.1,48.1,Partially cloudy
27.6,80.2,37.1,18,31.7,46,"Rain, Partially cloudy"
27.1,83.58,37.7,5,33.5,47.7,"Rain, Partially cloudy"
26.1,88.67,35.6,34,14.8,69.4,"Rain, Partially cloudy"
26.9,85.36,38.8,0,38.9,54.1,Partially cloudy
26.8,86.81,36.5,20,27.7,47.1,"Rain, Partially cloudy"
27.6,82.24,38.4,34,35.3,45.4,"Rain, Partially cloudy"
27.5,81.91,36.2,0,22.3,37,Partially cloudy
26.6,81.96,36.5,0,29.5,53.8,Partially cloudy
26.4,85.05,36.6,4.1,16.6,53,"Rain, Partially cloudy"
25.9,89.78,33.8,11.2,33.5,56.6,"Rain, Partially cloudy"
26.7,85.26,37.8,28.1,18.4,57.2,"Rain, Partially cloudy"
26.6,86.03,37.3,69,16,56.3,"Rain, Partially cloudy"
27.6,80.78,37.2,1,31.7,56.1,"Rain, Partially cloudy"
27.5,81.33,36.5,0,25.9,48.9,Partially cloudy
27.1,83.28,37.7,1.9,27.7,65.3,"Rain, Partially cloudy"
28.4,78.4,38.1,0,25.9,44.9,Partially cloudy
26.8,82.1,36.5,70,25.9,56.6,"Rain, Partially cloudy"
26.9,83.46,36.5,38,31.7,46.5,"Rain, Partially cloudy"
28,80.3,39.2,3,31.7,51.2,"Rain, Partially cloudy"
28.5,79.06,38.7,0,24.1,45.3,Partially cloudy
26.5,86.01,38.3,14.9,20.5,52.3,"Rain, Partially cloudy"
26.6,86.01,38.5,94.9,31.7,57.2,"Rain, Partially cloudy"
26.9,87.66,39.3,24,16.6,57.9,"Rain, Partially cloudy"
27.1,84.33,40.8,42.5,18.4,55.9,"Rain, Partially cloudy"
26.3,86.71,37,37,14.8,58.5,"Rain, Partially cloudy"
26.4,88.21,34.5,0.7,23.5,49.2,"Rain, Partially cloudy"
27.3,81.51,37.2,0,18.4,43.7,Partially cloudy
26.4,85.44,34.3,28,24.1,54.1,"Rain, Partially cloudy"
27.9,79.32,39.2,3,16.6,43.1,"Rain, Partially cloudy"
27.4,86.65,36.2,3,14.8,52.7,"Rain, Partially cloudy"
27.7,84.58,37.4,0,13,57.3,Partially cloudy
27.9,81.29,38.2,0.8,14.8,73.8,"Rain, Partially cloudy"
28,85.68,36.1,3.6,13,95,"Rain, Overcast"
28.2,83.95,40.5,31.3,18.4,88.8,"Rain, Overcast"
26.9,87.5,36.7,25.6,20.5,92.5,"Rain, Overcast"
28.5,76.74,39,0,27.7,78.8,Overcast
26.7,85.98,35.5,34,14.8,92.5,"Rain, Overcast"
27.3,83.43,38.9,59,27.7,72.5,"Rain, Partially cloudy"
27.6,83.34,37.8,0,14.8,82.5,Overcast
27.1,85.17,38.9,18,13,87.5,"Rain, Overcast"
27.8,82.59,35,3,18.4,88.3,"Rain, Overcast"
27.9,79.77,34.3,0,16.6,85,Overcast
27.1,86,36.6,3.5,13,90,"Rain, Overcast"
28.4,77.55,37.9,0,16.6,65,Partially cloudy
28.9,76.41,38.6,0,16.6,55,Partially cloudy
27.4,83.1,36.8,45,14.8,72.9,"Rain, Partially cloudy"
26.1,87.35,36.3,78,20.5,92.9,"Rain, Overcast"
26.8,86.19,37.1,44,11.2,70,"Rain, Partially cloudy"
27.9,81.08,39.5,0,14.8,82.5,Overcast
28.6,77.87,39.5,0,13,75,Partially cloudy
28.5,78.07,37.9,0,25.9,72.5,Partially cloudy
26.7,84.44,36.8,5.1,25.9,84.3,"Rain, Overcast"
28,77.72,38.8,0,14.8,71.3,Partially cloudy
28.2,78.59,38.8,4,13,82.5,"Rain, Overcast"
27.6,80.81,38.8,0,11.2,81.3,Overcast
28.3,78.68,37.7,0,13,86.3,Overcast
27.1,82.05,35.7,21,22.3,72.5,"Rain, Partially cloudy"
28.7,75.66,38.5,0,14.8,62.5,Partially cloudy
28.5,80.69,39.4,13,22.3,82.9,"Rain, Overcast"
27.3,85.43,38.9,30,13,91.4,"Rain, Overcast"
27.5,82.98,39,14,18.4,90,"Rain, Overcast"
27.4,78.57,38.8,103,18.4,72.5,"Rain, Partially cloudy"
27.1,84.31,39.9,0.2,20.5,75,"Rain, Partially cloudy"
28.5,78.93,39.1,0,13,47.5,Partially cloudy
29.3,76.37,38.1,0,16.6,60,Partially cloudy
29.9,70.59,38.4,0,18.4,47.5,Partially cloudy
30,73.23,39.9,0,18.4,60,Partially cloudy
28.3,78.61,38.1,61.2,22.3,81.3,"Rain, Overcast"
29.3,74.54,38.6,0,18.4,58.6,Partially cloudy
29.5,73.74,37.5,1,22.3,48.8,"Rain, Partially cloudy"
29.6,67.85,36.4,0,18.4,63.8,Partially cloudy
30.1,69.83,37.5,0,22.3,60,Partially cloudy
29.6,76.05,40.2,8,20.5,72.9,"Rain, Partially cloudy"
30,74.21,39.9,0,18.4,68.8,Partially cloudy
29.7,78.7,39.5,0,16.6,65,Partially cloudy
30.5,69.91,39.5,0,14.8,53.8,Partially cloudy
30.1,73.16,40.5,0,11.2,62.9,Partially cloudy
29.2,76.18,39.1,0.5,11.2,88.6,"Rain, Overcast"
29,75.99,38.8,0.4,13,67.5,"Rain, Partially cloudy"
29.5,74.28,38.5,0,20.5,55,Partially cloudy
29,79.88,39.6,23,20.5,62.5,"Rain, Partially cloudy"
28.7,80.8,39.9,15,16.6,76.3,"Rain, Overcast"
29.8,75.7,39.9,0.5,24.1,77.1,"Rain, Overcast"
28.8,80.94,38.8,41,25.9,88.8,"Rain, Overcast"
29.5,76.25,39.9,0,14.8,72.5,Partially cloudy
29.6,72.95,37.9,0,16.6,77.1,Overcast
29.1,78.63,39.9,3.2,22.3,58.3,"Rain, Partially cloudy"
29.5,75.57,39.9,0,20.5,61.3,Partially cloudy
30.1,68.15,39.8,0,11.2,75.7,Overcast
28.7,68.8,36.3,0,24.1,58.8,Partially cloudy
28.7,67,34.9,0,18.4,45,Partially cloudy
28.7,71.69,36.5,0,13,32.5,Partially cloudy
27.8,71.72,34.5,0,13,51.4,Partially cloudy
28.4,69.17,35.3,0,16.6,56.3,Partially cloudy
28.5,66.08,34.8,0,18.4,46.3,Partially cloudy
28.8,71.8,37.5,0,25.9,52.5,Partially cloudy
30.5,67.62,39.6,0,25.9,40,Partially cloudy
29.4,72.53,37.4,0,20.5,30,Partially cloudy
29.7,70.91,37.1,0,20.5,51.3,Partially cloudy
28.8,72.72,35.6,0,20.5,42.5,Partially cloudy
29.4,70.58,36.3,0,22.3,36.3,Partially cloudy
29.4,69.41,37,0,22.3,33.8,Partially cloudy
29.2,70.12,36.1,0,18.4,37.5,Partially cloudy
29,72.05,37.1,0,11.2,36.3,Partially cloudy
29.5,72.93,38.2,0,22.3,42.5,Partially cloudy
29.7,74.45,38,0,22.3,61.3,Partially cloudy
29.6,75,39.5,0,22.3,64.3,Partially cloudy
29.3,75.19,37.5,0.1,13,78.8,"Rain, Overcast"
29.2,73.55,38,0,16.6,62.5,Partially cloudy
28.9,72.26,36.7,0,14.8,57.5,Partially cloudy
29.5,69.31,36.5,0,16.6,68.8,Partially cloudy
29,75.4,37,0,24.1,85,Overcast
30.2,72.01,38.8,0,20.5,70,Partially cloudy
30,74.64,39.5,0,25.9,56.3,Partially cloudy
29.6,73.94,38.2,0,13,74.2,Partially cloudy
29.2,74.74,37.3,0,18.4,67.1,Partially cloudy
29.3,74.68,38.5,0,18.4,52.5,Partially cloudy
29.3,70.2,37,0,18.4,68.8,Partially cloudy
28.8,70.68,35.9,0,13,63.8,Partially cloudy
29.3,67.6,35.5,0,22.3,57.1,Partially cloudy
28.2,71.36,36.8,0,20.5,62.9,Partially cloudy
28.2,70.23,33.9,0,18.4,60,Partially cloudy
27.3,70.7,34.7,0,14.8,48.6,Partially cloudy
27.8,73.11,34.6,57,14.8,48.8,"Rain, Partially cloudy"
28.8,74.74,37,1,16.6,60,"Rain, Partially cloudy"
29,75.72,38.9,0,20.5,70,Partially cloudy
28.9,78.77,38.1,20,16.6,53.8,"Rain, Partially cloudy"
29.3,74.46,38.1,0.2,14.8,55,"Rain, Partially cloudy"
29,75.75,37.6,0,16.6,62.5,Partially cloudy
29,73.2,36.8,0,24.1,58.8,Partially cloudy
28.4,72.49,35.5,0,18.4,62.5,Partially cloudy
28.6,70.58,35.7,0,16.6,55,Partially cloudy
28.8,73.02,37.9,0,24.1,51.3,Partially cloudy
28.9,73.63,38.1,0,20.5,66.3,Partially cloudy
28.1,70.97,37.7,0,18.4,80,Overcast
27.9,67.62,33.4,0,18.4,43.8,Partially cloudy
27.3,72.12,32.9,0,22.3,38.8,Partially cloudy
27.8,71.66,33.9,0,20.5,37.5,Partially cloudy
28.5,69.96,36.9,0,25.9,40,Partially cloudy
28.8,70.91,34.7,0,25.9,42.5,Partially cloudy
28.6,72.08,36.3,0,25.9,57.1,Partially cloudy
27.1,80.66,36.2,34,18.4,78.6,"Rain, Overcast"
27.9,80.24,36.2,22,22.3,57.9,"Rain, Partially cloudy"
27.6,80.42,36.6,0,20.5,37.4,Partially cloudy
27.8,76.52,35.6,0,22.3,34.3,Partially cloudy
28.5,74.18,35.8,0,24.1,31.2,Partially cloudy
28.1,74.33,35.5,0,25.9,34.8,Partially cloudy
27,77.05,34.6,0,14.8,37.1,Partially cloudy
27.8,71.65,34.1,3,18.4,31.4,"Rain, Partially cloudy"
28,67.33,35,0,22.3,33.7,Partially cloudy
27.5,68.37,33.7,0,19.7,32.4,Partially cloudy
27.5,71.97,34.7,0,22.3,32.6,Partially cloudy
26.5,74.06,33.8,0,18.4,28,Partially cloudy
27.8,70.04,33.7,0,13,31.4,Partially cloudy
27.3,74.15,34.1,0,22.3,34.2,Partially cloudy
27.6,72.11,35.1,0,22.3,35.6,Partially cloudy
27.3,62.92,33.1,0,20.5,32.5,Partially cloudy
25.2,70.56,30.3,0,22.3,28.7,Partially cloudy
26.7,69.2,32,0,24.1,31.4,Partially cloudy
27.4,69.51,32,0,20.5,29.4,Partially cloudy
27.2,71.43,33.2,0,25.9,30.4,Partially cloudy
26.9,71.53,33.1,0,24.1,35.4,Partially cloudy
26.5,70.53,32,0,22.3,35.6,Partially cloudy
26.5,71.12,34.2,0,18.4,28.3,Partially cloudy
25.8,73.29,32.2,0,18.4,33.2,Partially cloudy
26.3,69.09,32.7,0,24.1,31.8,Partially cloudy
26.9,64.9,33.4,0,22.3,32.8,Partially cloudy
26,69.68,32.4,0,22.3,37.4,Partially cloudy
26.8,71.64,32.7,0,18.4,33.3,Partially cloudy
27.4,72.79,33.4,0,24.1,30.4,Partially cloudy
27.1,73.01,33.6,0,22.3,30.2,Partially cloudy
28.4,68.35,33.9,0,24.1,26.9,Partially cloudy
27.7,70.85,34.4,0,18.4,27,Partially cloudy
28.1,72.65,36.5,0,22.3,33.1,Partially cloudy
28,73.22,36.2,0,27.7,31.9,Partially cloudy
27.4,69.47,32.6,0,22.3,26.6,Partially cloudy
26.8,68.77,31.9,0,22.9,27.3,Partially cloudy
25.6,71.41,32.6,0,24.1,30.1,Partially cloudy
26.7,67.85,32.4,0,20.5,30.8,Partially cloudy
26.8,69.32,33.1,0,20.5,32.3,Partially cloudy
26.7,70.16,33,0,18.4,29.9,Partially cloudy
28.1,68.26,33.7,0,20.5,26.1,Partially cloudy
27.2,72.2,34.6,0,22.3,24.2,Clear
27.5,68.98,34.6,0,18.4,31.9,Partially cloudy
26.8,64.36,33.6,15,24.1,31.6,"Rain, Partially cloudy"
25.2,63.57,30.8,0,24.1,31.2,Partially cloudy
24.8,66.12,30.2,0,24.7,31.9,Partially cloudy
25.9,64.56,31.3,0,25.9,29.4,Partially cloudy
25.9,61.52,30.8,0,22.3,31.5,Partially cloudy
26.4,64.84,31.9,0,22.3,33,Partially cloudy
27.2,69.55,32.6,0,25.9,35.2,Partially cloudy
27.8,70.13,33.7,0,29.5,30.4,Partially cloudy
27.3,68.92,34.9,0,22.3,32.2,Partially cloudy
27.1,70.83,34.8,0,32.2,31.8,Partially cloudy
26.6,75.04,34,0,18.4,41.1,Partially cloudy
27.1,73.82,34.6,0,25.9,33.4,Partially cloudy
27.4,70.55,32.8,0,24.1,33.8,Partially cloudy
27.4,62.94,31.9,0,27.7,34.5,Partially cloudy
25.1,65.25,30.4,0,22.3,33.1,Partially cloudy
25.9,61.12,30.9,0,24.1,27.4,Partially cloudy
26.8,64.46,32,0,25.9,28.2,Partially cloudy
26.2,73.44,32.6,0,27.7,29.9,Partially cloudy
26.6,75.22,33.6,0,22.3,30.4,Partially cloudy
27.5,70.25,34.7,0,22.3,33,Partially cloudy
27.5,69.76,33.9,0,24.1,34.6,Partially cloudy
27.2,66.65,32.4,0,24.1,26.8,Partially cloudy
26.7,66.28,36.7,0,27.7,30.2,Partially cloudy
26.7,62.09,32.4,0,20.5,31,Partially cloudy
26.5,71.8,33.1,0,22.3,32.1,Partially cloudy
27.1,74.11,34.4,0,24.1,35.5,Partially cloudy
28.2,68.81,34.2,0,20.5,31.1,Partially cloudy
27,72.34,34.2,0.3,20.5,37.7,"Rain, Partially cloudy"
28.1,65.63,33.9,0.3,25.9,28.6,"Rain, Partially cloudy"
27.4,72.17,34.2,0,22.3,37.1,Partially cloudy
27.9,72.01,35.5,0,25.9,42.1,Partially cloudy
28.2,66.95,35.5,0,24.1,35.5,Partially cloudy
27.9,57.81,33.1,0,31.7,29.6,Partially cloudy
28,61.38,33,0,20.5,30.2,Partially cloudy
28.1,64.32,33.6,20,24.1,32.8,"Rain, Partially cloudy"
27.9,66.32,34.2,0,24.1,30.3,Partially cloudy
28.3,66.95,33.6,0,20.5,33,Partially cloudy
28.9,65.19,35.8,0,27.7,25.5,Partially cloudy
28.3,64.9,33.2,0,27.7,25.3,Partially cloudy
28.8,60.73,34.6,0,27.7,30.8,Partially cloudy
27.9,66.99,33.9,0,22.3,27.9,Partially cloudy
28.1,62.28,34.9,0,20.5,28.4,Partially cloudy
26.9,60.46,32.5,0,20.5,28.1,Partially cloudy
27.3,63.28,33.5,0,22.3,40.5,Partially cloudy
27.3,60.97,32.8,0,24.1,33.1,Partially cloudy
