Temperature,Relative_Humidity,Heat_Index,Precipitation,Wind_Speed,Cloud_Cover,Condition
29.6,63.89,35.4,0,31.3,35,Partially cloudy
28.6,69.65,34.5,0,27.7,25,Clear
29.2,69.01,35.9,0,33.5,25.4,Partially cloudy
29.1,63.98,35.4,0,33.5,18.8,Clear
29.5,63.18,36.2,0,33.5,15,Clear
30.6,56.3,36.2,0,27.7,29.7,Partially cloudy
30.2,58.41,34.7,0,25.9,16.5,Clear
29.1,66.77,35.9,0,25.9,38,Partially cloudy
29,69.27,35.4,0,18.7,32.1,Partially cloudy
30.2,63.05,36.7,0,24.1,46.4,Partially cloudy
30.7,59,36.6,0,26.1,16,Clear
30.4,62.4,37.4,0,25.9,21.4,Clear
30.5,60.81,37.5,0,31.3,17.2,Clear
29.6,63.13,36.2,0,22.3,20.7,Clear
28.8,68.62,35.6,0,18.4,27.8,Partially cloudy
30.4,62.74,37.4,0,33.5,17.8,Clear
30.8,65.48,39,0,27.7,36,Partially cloudy
31.6,53.15,38.4,0,20.3,29.2,Partially cloudy
30.7,55.18,36.8,0,29.9,12.3,Clear
29.5,62.55,36.6,0,37.1,15.8,Clear
30.1,59.44,37.9,0,27.7,16.4,Clear
31,55.92,36.6,0,27.7,13.2,Clear
30.1,62.81,36.1,0,24.1,22.5,Clear
30.5,58.85,36,0,20.5,24,Clear
30.8,63.02,38.4,0,27.7,26.5,Partially cloudy
31.1,61.63,38.4,0,26.3,20.8,Clear
30.7,63.23,39,0,29.5,24.3,Clear
31.2,58.67,36.9,0,31.5,20,Clear
30.7,62.51,38.4,0,25.9,33.8,Partially cloudy
30.8,62.28,37.4,0,32.4,32.7,Partially cloudy
30.9,63.98,39.1,0,29.5,37.7,Partially cloudy
30.8,59.37,36.9,0,24.1,34.7,Partially cloudy
31,61.35,38.2,0,25.9,38.3,Partially cloudy
29.5,67.71,37.7,0,20.3,54.6,Partially cloudy
30.3,64.71,37.1,31,20.5,48.6,"Rain, Partially cloudy"
30.5,59.06,36.5,0,22.3,38.2,Partially cloudy
31.2,55.8,36.6,0,20.5,25.3,Partially cloudy
30.6,62.34,37.9,0,18.4,37.5,Partially cloudy
32.2,52.64,38.4,0,22.3,32.1,Partially cloudy
28.8,73.38,38,21.1,22.3,32.7,"Rain, Partially cloudy"
30,66.76,37.1,0,24.1,36.3,Partially cloudy
29.6,68.56,36.9,0.8,16.6,42.2,"Rain, Partially cloudy"
30.2,65.38,37.8,31,24.1,30,"Rain, Partially cloudy"
29.7,70.62,38.8,0,18.4,46.3,Partially cloudy
29.8,67.1,41.2,0.8,22.3,46.1,"Rain, Partially cloudy"
31.1,60.35,39.7,0,22.3,40.8,Partially cloudy
30.6,63.82,38,0,19.4,34.7,Partially cloudy
30,65.36,39,0,24.1,27.9,Partially cloudy
29.9,65.38,37.9,0,26.8,37.7,Partially cloudy
29.6,67.42,36.8,0,38,44,Partially cloudy
29.4,68.53,38.5,0,17.5,41.3,Partially cloudy
30.2,69.27,38.3,0,16.6,43.1,Partially cloudy
30.2,70.44,40,3,22.3,54.7,"Rain, Partially cloudy"
29.1,73.25,38.2,56.9,27.7,49.3,"Rain, Partially cloudy"
28.2,78.09,38.9,6,14.8,38.1,"Rain, Partially cloudy"
29.5,72.66,39.3,0,16.6,50,Partially cloudy
29.5,72.13,38.2,0,27.9,42.3,Partially cloudy
28.4,76.99,37.8,0.6,20.5,54.1,"Rain, Partially cloudy"
29.4,72.19,38,0,22.3,46.3,Partially cloudy
30.5,66.54,38.2,0,22.3,34,Partially cloudy
30.2,69,39.4,0,18.4,51.5,Partially cloudy
29.7,74.34,39.4,12,16.6,56.4,"Rain, Partially cloudy"
28.1,80.54,38.3,2,18.4,62.5,"Rain, Partially cloudy"
29.7,73.54,37.9,0,16.6,38.9,Partially cloudy
28.9,77.26,38.4,7,18.4,58,"Rain, Partially cloudy"
27,84.5,40.3,2,22.3,56.9,"Rain, Partially cloudy"
28.1,70.52,34.8,45,35.3,55.4,"Rain, Partially cloudy"
28.7,65.71,34.7,0,33.5,58.6,Partially cloudy
28.5,69.08,36.2,9.9,31.3,49.5,"Rain, Partially cloudy"
29.2,69.98,36.9,0,37.1,63.3,Partially cloudy
29.9,60.15,35.8,0,27.7,49.7,Partially cloudy
30,52.38,35.2,0,29.5,34.2,Partially cloudy
29.4,60.72,36,0,16.6,32.7,Partially cloudy
29.7,60.4,35.5,4.1,22.3,44.1,"Rain, Partially cloudy"
29.7,55.66,34.8,0,18.4,41.9,Partially cloudy
29.9,63.44,37.2,0,14.8,37.7,Partially cloudy
30.3,63.51,37.1,0,17.5,39.7,Partially cloudy
29.8,62.83,36.7,0,18.5,37.1,Partially cloudy
29.6,64.38,38.4,0,18.4,26.5,Partially cloudy
29.5,65.9,38.6,0,16.6,37.7,Partially cloudy
29.6,64.73,36.9,0,20.5,37.5,Partially cloudy
29.9,66.05,40.6,23,20.5,43.7,"Rain, Partially cloudy"
30.3,63.03,38.2,0,15.7,45,Partially cloudy
29,72.51,50.8,0,18.4,36.2,Partially cloudy
30.1,66.13,39.5,0,20.5,31.9,Partially cloudy
29.9,65.73,38.2,0,20.5,50,Partially cloudy
28.6,74.92,38.9,12.9,14.8,51.3,"Rain, Partially cloudy"
28,78.42,36.7,7.1,13,44.2,"Rain, Partially cloudy"
27.4,82.34,37.6,31,13,42.3,"Rain, Partially cloudy"
27.7,79.11,38,13.1,29.5,52,"Rain, Partially cloudy"
28.2,77.56,41.3,0,16.6,38.8,Partially cloudy
29.2,70.97,38,10.9,14.8,42.3,"Rain, Partially cloudy"
30.4,68.76,39.9,0,18.4,58.6,Partially cloudy
28,74.46,37.9,0,27.7,40.4,Partially cloudy
28.7,72.32,38,99.1,18.4,43.2,"Rain, Partially cloudy"
28.4,77.3,39.6,3,20.5,53.1,"Rain, Partially cloudy"
28.1,76.23,39.2,8.9,14.8,38.2,"Rain, Partially cloudy"
28.3,72.74,41.3,24.9,18.4,50.4,"Rain, Partially cloudy"
27.8,76.82,37.6,0,24.1,51.7,Partially cloudy
27,81.09,37.9,30,18.4,48.8,"Rain, Partially cloudy"
28.2,75.61,38.1,57,27.7,45.7,"Rain, Partially cloudy"
25.8,89.98,34.9,78,20.5,92.9,"Rain, Overcast"
26.8,82.16,35.5,0.2,18.4,81.7,"Rain, Overcast"
27,83.27,38.5,53,29.5,85.7,"Rain, Overcast"
27,83.69,38.3,18,22.3,75,"Rain, Partially cloudy"
29.2,75.26,39.9,0,18.4,66.7,Partially cloudy
29.5,74.89,37.9,99,18.4,95,"Rain, Overcast"
27.4,83.68,38.4,7,22.3,92.5,"Rain, Overcast"
27.9,80.4,35.6,0.2,16.6,78.3,"Rain, Overcast"
28,81.13,38.1,0,14.8,73.8,Partially cloudy
28,80.39,37.4,0.4,13,63.8,"Rain, Partially cloudy"
28.6,78.5,38.2,0.2,14.8,41.3,"Rain, Partially cloudy"
28.9,76.64,37.3,0,22.3,36.3,Partially cloudy
27.4,85.63,33.1,0,18.4,67.1,Partially cloudy
26.9,85.55,34.2,5.1,31.3,64.3,"Rain, Partially cloudy"
27.3,82.4,36.2,0,27.7,67.5,Partially cloudy
27.8,81.81,38.6,0,11.2,52.5,Partially cloudy
27.9,81.55,36.5,40,18.4,80,"Rain, Overcast"
27.5,81.75,37.6,16,18.4,67.8,"Rain, Partially cloudy"
26.2,89.01,37.8,24.8,14.8,83.8,"Rain, Overcast"
26.8,86.23,35.9,9,18.4,73.3,"Rain, Partially cloudy"
27.3,86.45,36,9,9.4,87.5,"Rain, Overcast"
27.1,86.4,36.1,3,14.8,66.4,"Rain, Partially cloudy"
24.9,93.64,,41.1,11.2,72.5,"Rain, Partially cloudy"
25.8,89.58,38.2,71.9,18.4,77.5,"Rain, Overcast"
24,85.77,37.2,53.1,20.5,60.4,"Rain, Partially cloudy"
28.8,77.45,38.1,24,25.9,57.7,"Rain, Partially cloudy"
28.9,76.71,39.1,6.2,18.4,61.7,"Rain, Partially cloudy"
27.9,79.3,35.2,7.7,27.7,40.9,"Rain, Partially cloudy"
27.8,73.99,32.9,0,27.7,40,Partially cloudy
28.9,71.78,36.4,0,25.9,44.4,Partially cloudy
27.6,78.08,36.9,1.3,28.6,61.4,"Rain, Partially cloudy"
27,80.41,37,0,29.5,51.7,Partially cloudy
25.4,87.3,34.9,29,31.3,64.2,"Rain, Partially cloudy"
27.8,79.5,44.7,21.2,37.1,57.9,"Rain, Partially cloudy"
27.5,80.96,34.7,8,29.5,48.1,"Rain, Partially cloudy"
28.7,73.18,36.9,0,29.7,41.6,Partially cloudy
29.4,68.58,37.3,0,22.3,31.9,Partially cloudy
30.1,66.07,37.4,0,16.6,34.1,Partially cloudy
27.1,79.42,37,0,22.3,45.7,Partially cloudy
27.2,78.94,34.5,0,20.5,44.1,Partially cloudy
27.3,82.05,36.5,29,13.9,58.6,"Rain, Partially cloudy"
27.3,80.6,37.7,20.8,15.7,48.3,"Rain, Partially cloudy"
27.6,73.83,34.1,0,25.9,41.6,Partially cloudy
27.3,78.11,36.7,55,16.6,44.4,"Rain, Partially cloudy"
27.7,79.12,33.8,0,13,49.2,Partially cloudy
26.9,82.73,33.9,2,13,56,"Rain, Partially cloudy"
28.5,71.92,35.6,0,18.4,42,Partially cloudy
27.4,79.64,35.2,0,27.7,51.8,Partially cloudy
27,79.73,33.7,0.2,15.7,72.3,"Rain, Partially cloudy"
28.8,68.99,36,0,17.5,35.3,Partially cloudy
28.3,73.35,35.6,0,20.5,41.9,Partially cloudy
28.5,76.17,36.7,0.5,25.9,62.1,"Rain, Partially cloudy"
28,80.99,38.1,1.6,18.4,58.1,"Rain, Partially cloudy"
27.4,80.71,33.9,2,27.7,51,"Rain, Partially cloudy"
27.8,82.18,36.9,6.3,21.4,68.6,"Rain, Partially cloudy"
27.7,80.31,37.9,23.6,18.7,50.3,"Rain, Partially cloudy"
27.6,80.7,36.3,0.5,22.3,42.5,"Rain, Partially cloudy"
28.8,75.37,37.3,0,18.4,37.9,Partially cloudy
27.5,82.34,37.7,1,11.2,53.6,"Rain, Partially cloudy"
28,78.61,36.7,0,18.4,36.3,Partially cloudy
30.3,70.08,37.9,0,20.5,32.3,Partially cloudy
28.7,75.53,36.9,22.1,26.8,38.2,"Rain, Partially cloudy"
28.1,77.33,35.3,18.2,20.5,41.1,"Rain, Partially cloudy"
28.7,76.43,37.7,0,20.3,34.7,Partially cloudy
29.4,72.17,37.8,0,17.5,36.5,Partially cloudy
28.5,76.81,37.4,0,25,51.4,Partially cloudy
29.6,71.55,35.8,1,20.5,41.5,"Rain, Partially cloudy"
28.4,78.43,37.5,0,16.6,67.1,Partially cloudy
28.7,73.14,36.5,34,18.4,41.8,"Rain, Partially cloudy"
29.2,73.37,38,0,16.6,29.7,Partially cloudy
28,81.34,39.2,19.4,25.9,66.5,"Rain, Partially cloudy"
26.4,86.5,32.9,3,22.3,58.2,"Rain, Partially cloudy"
28.1,80.67,37.3,0.2,14.8,55,"Rain, Partially cloudy"
27.8,81.85,37.9,10.9,27.7,38.7,"Rain, Partially cloudy"
28.8,76.34,38.7,2,14.8,42.5,"Rain, Partially cloudy"
27.8,81.36,38.2,0.2,14.8,50.6,"Rain, Partially cloudy"
27.4,82.17,37.6,6,16.6,44.3,"Rain, Partially cloudy"
26.9,84.96,34.7,6.3,22.3,56.2,"Rain, Partially cloudy"
28,81.2,35.6,0,14.8,65.4,Partially cloudy
27.5,81.03,36.3,1,14.8,47.8,"Rain, Partially cloudy"
28.1,77.24,35.1,0,16.6,41.8,Partially cloudy
28.5,78.96,38.2,3,20.5,47,"Rain, Partially cloudy"
26.7,88.26,35.5,10.2,14.8,60.4,"Rain, Partially cloudy"
28,79.49,37.4,60.8,15.7,38.9,"Rain, Partially cloudy"
28.5,75.68,36.3,0,16.6,41.6,Partially cloudy
29.5,68.34,35.7,0,20.5,23.6,Clear
28.5,74.14,36.1,0,20.3,37.8,Partially cloudy
28.6,72.36,35.5,0,22.3,37.6,Partially cloudy
28.6,70.16,35.6,0,18.4,33.1,Partially cloudy
28.5,71.9,35.6,0,21.2,33.5,Partially cloudy
28.1,73.76,37,0,18.4,30,Partially cloudy
29.8,66.86,37.2,0,16.6,30.8,Partially cloudy
28.6,74.44,37.5,0,14.8,34.2,Partially cloudy
28.6,75.08,36.8,0,25.9,27.9,Partially cloudy
29,71.11,36.1,0,18.4,20.7,Clear
29.4,67.54,36.8,0,24.1,34.6,Partially cloudy
29,71.27,36.3,0,25.9,56,Partially cloudy
29.3,68.59,35.4,0,29.5,20.3,Clear
28.5,70.24,34.3,0,24.1,16.9,Clear
28.6,73.65,36.2,0,25,36.4,Partially cloudy
28.6,73.61,35.7,0,22.3,55,Partially cloudy
27,80.94,33.7,12.4,18.4,45,"Rain, Partially cloudy"
27.7,80.09,35.9,2,14.8,49.3,"Rain, Partially cloudy"
27.6,79.56,36.3,0,16.6,50.9,Partially cloudy
27.6,80.88,35.2,0,23.2,46.5,Partially cloudy
28.4,78.05,36.3,0.8,16.6,42.2,"Rain, Partially cloudy"
29,77.53,37.9,1,18.4,38.9,"Rain, Partially cloudy"
29.2,77.21,37.5,4,24.1,37.5,"Rain, Partially cloudy"
28.8,76.85,37.9,2,25.9,34.7,"Rain, Partially cloudy"
29.2,71.68,36.7,0,25.9,19.4,Clear
28.3,74.64,35.6,0,24.1,23.2,Clear
28.3,70.62,34.6,0,22.3,38.1,Partially cloudy
27.8,72.1,34.7,0,22.3,15.4,Clear
29.1,64.38,34.9,0,19.4,23.1,Clear
29.6,68.07,37,0,18.4,34.2,Partially cloudy
29.2,73.56,36.9,0,27.7,34.4,Partially cloudy
27.5,81.59,37.2,8.6,27.7,57.5,"Rain, Partially cloudy"
26.7,84.31,35.3,10.2,27.7,58.2,"Rain, Partially cloudy"
28.4,73.25,35.5,0,18.4,33.7,Partially cloudy
28.9,68.88,34.9,0,16.6,27.5,Partially cloudy
29.1,74.87,37,4.8,28.6,35.7,"Rain, Partially cloudy"
29.5,72.7,37.6,0,28.6,41.9,Partially cloudy
28.8,75.71,36.6,0,20.5,32.1,Partially cloudy
28.8,73.31,35.6,0,20.5,38.1,Partially cloudy
28.4,76.53,37.6,0,18.4,43,Partially cloudy
29.2,70.96,35.9,0,20.5,33.9,Partially cloudy
29.2,69.21,35.8,0,22.3,21,Clear
28.4,65.06,34.7,0,22.3,15.8,Clear
26.9,64.09,33.1,0,20.5,9.4,Clear
27.6,64.29,32.6,0,18.4,5.3,Clear
28,71.68,34.7,0,18.4,19.4,Clear
28.7,69.36,35.9,0,25,20,Clear
28.3,69.48,34.9,0,18.4,25,Clear
28.4,65.12,33.8,0,22.3,10.8,Clear
27.6,70.4,33,0,14.8,40,Partially cloudy
27.2,75.32,34.1,0,18.4,66.3,Partially cloudy
26.9,82.74,34.9,0,14.8,86.3,Overcast
26.6,87.9,36,21.2,9.4,81.1,"Rain, Overcast"
27.2,78.74,34.8,0,16.9,46.8,Partially cloudy
28.4,73.42,35.7,0,18.4,32.1,Partially cloudy
27.9,70.56,35.1,0,20.5,18.8,Clear
28.2,68.66,35.1,0,16.6,20,Clear
27.3,73.52,33.8,0,18.4,43.8,Partially cloudy
28.3,72.87,35.8,0,16.6,21.4,Clear
28.4,78.71,36,0,22.3,63.8,Partially cloudy
27.2,83.79,37.1,0,20.5,71.3,Partially cloudy
27.9,75.22,35.5,0,18.4,52.5,Partially cloudy
27.1,84.27,36.2,18,18.4,87.5,"Rain, Overcast"
26.9,82.94,34.7,20,13,78.3,"Rain, Overcast"
27.6,77.72,34.3,0,18.4,46.3,Partially cloudy
26.9,74.77,33.4,0,22.3,40,Partially cloudy
26.9,74.46,35.3,0,37.1,26.3,Partially cloudy
27.8,75.56,35.5,0,22.3,50,Partially cloudy
27.8,75.26,34.3,0,20.5,43.8,Partially cloudy
27.4,75.14,33.8,0,20.5,20,Clear
26.4,73.23,32.3,0,22.3,32.2,Partially cloudy
25.7,71.98,31.5,0,22.3,20.6,Clear
26.5,69.91,33,0,16.6,31.4,Partially cloudy
26.6,68.94,31.5,0,22.3,36.3,Partially cloudy
26.3,75.88,32.2,0,20.5,37.5,Partially cloudy
28.2,73.03,34.8,0,27.7,48.6,Partially cloudy
28.3,76.47,34.9,1,31.3,57.5,"Rain, Partially cloudy"
28.5,77.73,36.2,0,24.1,62.9,Partially cloudy
28,78.73,35.7,0,25.9,40,Partially cloudy
29,74.64,37.6,0,33.5,70,Partially cloudy
29.2,68.63,35.9,0,37.1,27.5,Partially cloudy
28.2,73.07,34.5,0,25.9,38.6,Partially cloudy
28.2,74.28,35.1,0,27.7,47.5,Partially cloudy
28.4,72.88,34.8,0,29.5,37.1,Partially cloudy
28.2,71.03,33.5,0,27.7,50,Partially cloudy
26.9,73.35,32.1,0,20.5,41.7,Partially cloudy
26.3,69.95,31.9,0,18.4,31.4,Partially cloudy
25.8,72.04,32,0,9.4,71.3,Partially cloudy
25.9,75.75,42.4,0,18.4,31,Partially cloudy
27.1,73.66,33.7,0,18.4,58.8,Partially cloudy
27.2,74.83,34.1,0,25.9,71.4,Partially cloudy
27.6,73.17,33.1,0,27.7,42.5,Partially cloudy
26.7,69.23,32.2,0,25.9,45,Partially cloudy
26.7,66.23,30.7,0,25,25.9,Partially cloudy
27,63.12,32.1,0,29.5,18.6,Clear
26.1,65.34,32,0,33.5,31.7,Partially cloudy
25.6,66.81,31.5,0,22.3,16.1,Clear
25.2,74.47,30.8,0,20.5,26.9,Partially cloudy
26.3,69.03,32,0,35.3,23.7,Clear
26.6,71.61,32.2,0,22.3,19.2,Clear
27,68.31,32.5,0,25.9,13.4,Clear
26.4,67.29,33,0,27.7,18.3,Clear
26.8,66.17,31.1,0,22.3,12,Clear
27.8,64.2,31.4,0,25.9,19.4,Clear
27.5,67.84,33.8,0,25,27.7,Partially cloudy
27.8,68.11,33.4,0,21.4,17.4,Clear
27.2,73.53,34.6,0,24.1,22.9,Clear
28.2,67.18,35.3,0,25.9,28.7,Partially cloudy
27.9,64.07,33.1,0,30.6,12.1,Clear
26.2,67.39,32.8,0,23.2,10.4,Clear
27.7,61.39,33.7,0,22.3,8.1,Clear
28,64.83,33,0,20.5,14.5,Clear
27.8,71.22,35.2,0,27.7,21.5,Clear
28.2,69.99,33.9,0,29.5,39.3,Partially cloudy
28.1,68.29,35.1,0,28.1,29.3,Partially cloudy
27.2,68.57,33,0,23.2,21.6,Clear
27.1,75.07,35,0,18.4,44.3,Partially cloudy
27.1,74.01,33.6,0,18.4,61.1,Partially cloudy
27.4,63.93,33.1,0,22.3,42.9,Partially cloudy
25.9,64.04,31.3,0,22.3,37.9,Partially cloudy
25.1,64.51,30,0,22.3,12,Clear
23.8,70.99,27.5,0,9.4,16,Clear
27.1,65.8,33,0,27.7,7.5,Clear
27.9,61.76,33.2,0,29.5,23,Clear
27,62.7,31.4,0,24.1,6,Clear
27.4,65.08,32.5,0,31.5,29.1,Partially cloudy
28,64.72,32.9,0,29.5,22.3,Clear
28.5,64.88,33.7,0,20.5,19.4,Clear
27.8,64.91,33.8,0,26.8,23.3,Clear
27.8,69.15,34.5,0,16.6,34.3,Partially cloudy
28.3,66.79,34.2,0,31.7,19.1,Clear
28.3,65.17,34.5,0,25.9,37.1,Partially cloudy
26.8,68.39,33.2,0,22.3,38.8,Partially cloudy
26.8,56.06,32.4,0,22.3,35.4,Partially cloudy
24.7,62.51,30,0,18.4,16.8,Clear
25.7,67.77,31.5,0,18.4,20.8,Clear
27,57.91,32.3,0,27.7,18.2,Clear
26.2,61.57,31.2,0,22.3,21.7,Clear
26.2,64.11,33.3,0,27.7,19.7,Clear
28,66.07,33.6,0,24.1,16.3,Clear
27,67.67,33.6,0,24.1,12.8,Clear
27.7,65.64,34.9,0,24.1,19.4,Clear
28.6,60.34,34.1,0,26.3,16.6,Clear
27.5,62.51,32.3,0,19.4,11.8,Clear
27.5,64.24,33.2,0,24.1,7.3,Clear
27.6,62.66,34.1,0,25.9,17.1,Clear
28.2,60.35,33.2,0,24.1,42.9,Partially cloudy
28.5,65.57,34.6,0,20.5,46.7,Partially cloudy
28.8,60.06,34.4,0,30.6,24.7,Clear
28.8,62.1,34.8,0,22.3,11.6,Clear
28.8,58.9,33,0,25.9,5,Clear
28,61.3,33.6,0,25.2,7.9,Clear
27.3,64.06,34.8,0,24.1,4.7,Clear
27.7,63.07,33,0,14.8,49.2,Partially cloudy
28.6,52.29,31.3,0,14.8,24.1,Clear
27.9,63.2,33.9,0,22.3,27.3,Partially cloudy
28.4,60.78,34.4,0,29.5,20.9,Clear
28.8,60.31,33.9,0,35.3,12.4,Clear
28.1,67.78,34.1,0,27.7,11.3,Clear
29,67.69,36.2,0,24.1,16.3,Clear
29.3,66.41,37.1,0,22.3,25.6,Partially cloudy
28.7,67.16,35.8,0,22.3,30.8,Partially cloudy
28.4,68.95,35.9,0,20.5,26.3,Partially cloudy
28.4,66.38,36.6,0,18.4,24.7,Clear
28.5,66.93,35.2,0,26.8,24.1,Clear
29.5,62.01,37,0,27.7,38.8,Partially cloudy
29.1,62.47,35.5,0,24.1,32.2,Partially cloudy
30.5,56.92,36,0,29.5,28.7,Partially cloudy
30,63.28,37.3,0,22.3,20.8,Clear
29.6,62.68,36.3,0,24.1,14.7,Clear
29.2,59.24,34.9,0,18.4,12.8,Clear
28.3,60.98,33.6,0,22.3,15.4,Clear
29.4,58.7,35.4,0,22.3,14.5,Clear
29.5,64.27,37.3,0,21.4,29.2,Partially cloudy
29.2,66.78,38.3,0,24.1,24.1,Clear
29.3,66,36.6,0,27.7,23.4,Clear
28.5,70.24,35.4,0,25.9,22,Clear
30.4,61.61,36.8,0,20.5,37.5,Partially cloudy
29.6,62.02,36.3,0,18.4,33.2,Partially cloudy
29.9,60.5,36.6,0,18.4,15.6,Clear
30.1,62.5,37.4,0,22.3,32.3,Partially cloudy
29.7,62.72,35.8,0,25.9,23.9,Clear
28.8,68.75,35.9,0,27.7,43.1,Partially cloudy
28.4,70.86,36.4,0,16.9,43.3,Partially cloudy
29.2,67.13,36.7,8,25.9,40.6,"Rain, Partially cloudy"
28.9,68.37,37.5,200.9,20.5,39.3,"Rain, Partially cloudy"
28.4,74.66,37.8,1,20.5,51.1,"Rain, Partially cloudy"
26.9,80.65,36.1,21,23,53.9,"Rain, Partially cloudy"
27.7,77.13,37.1,25,33.5,40.9,"Rain, Partially cloudy"
28.1,74.45,35.9,7,18.4,35.9,"Rain, Partially cloudy"
28.9,71.9,36.6,0.5,16.6,38.7,"Rain, Partially cloudy"
28.6,73.59,37,5,14.8,48.5,"Rain, Partially cloudy"
28.4,74.37,36.3,0.5,22.3,43.9,"Rain, Partially cloudy"
29.1,71.34,37.6,0,24.1,34.4,Partially cloudy
29.4,67.06,36.8,0,24.1,38.8,Partially cloudy
29.4,69.67,36.6,0,21.4,39.7,Partially cloudy
29.9,62.4,37.1,0,18.4,42.6,Partially cloudy
28.6,69.23,38.2,0,16.6,41.2,Partially cloudy
29.1,68.04,36.1,0,14.8,41,Partially cloudy
29.5,67.74,36.9,2,16.6,51.7,"Rain, Partially cloudy"
29.3,69.88,37.6,0,18.4,34,Partially cloudy
29.5,67.32,37.1,1,16.6,44.3,"Rain, Partially cloudy"
29.4,67.59,38.2,1,18.4,46.5,"Rain, Partially cloudy"
29.2,66.69,38.6,0,18.4,48.5,Partially cloudy
29.6,64.96,39.1,0,16.6,35,Partially cloudy
29.5,65.48,39.5,0,18.4,36.8,Partially cloudy
27.8,69.72,37.3,0,18.4,29.7,Partially cloudy
29.2,59.97,36.9,0,20.5,38.2,Partially cloudy
30.1,58.69,35.9,0,18.4,29.4,Partially cloudy
29.4,63.2,37.1,0,14.8,43.3,Partially cloudy
30.5,58.53,37,0,23.2,48.6,Partially cloudy
29.5,69.58,37.7,0,27.7,45,Partially cloudy
30.2,65.59,39,0,51.8,58.6,Partially cloudy
28,71.83,39,13,35.3,60.4,"Rain, Partially cloudy"
28.8,70.26,37.1,1,18.4,34.5,"Rain, Partially cloudy"
29.9,66.04,36.6,0,18.4,31.5,Partially cloudy
30.1,63.17,36.9,0,20.5,33.8,Partially cloudy
28.5,73.89,37,4.3,22.3,51.2,"Rain, Partially cloudy"
25.4,84.23,36.6,28,16.6,56.3,"Rain, Partially cloudy"
26.4,80.86,34.8,0.4,16.6,53.2,"Rain, Partially cloudy"
28.6,73.19,38.2,2,16.6,38.2,"Rain, Partially cloudy"
29,71.21,37.5,0,20.5,34,Partially cloudy
29.2,71.17,37.8,0,37.1,50.6,Partially cloudy
28.4,78.94,41.1,6,18.4,66.4,"Rain, Partially cloudy"
28.6,75.46,39.6,0.4,16.6,51.9,"Rain, Partially cloudy"
28.6,72.3,38.5,3,22.3,34.7,"Rain, Partially cloudy"
28.4,77.39,38.8,1,22.3,56.7,"Rain, Partially cloudy"
27.8,77.86,37.5,0.6,27.7,50.3,"Rain, Partially cloudy"
27.8,80.31,37.8,0,18.4,58.5,Partially cloudy
28.3,75.91,38.3,0,18.4,48.2,Partially cloudy
29.3,70.54,38.7,0,22.3,40.9,Partially cloudy
28.1,76.3,38.1,0,25.9,45.9,Partially cloudy
27.1,79.78,36.1,25,19.4,51.6,"Rain, Partially cloudy"
27.1,76.35,35.6,22,16.6,53.1,"Rain, Partially cloudy"
25.8,85.24,35.4,2.4,16.6,57.1,"Rain, Partially cloudy"
26.3,82.03,37,24,24.1,56.3,"Rain, Partially cloudy"
26.3,84.06,36.7,4,20.5,50.3,"Rain, Partially cloudy"
27.5,77.84,36.4,0,21.2,38.8,Partially cloudy
27.8,74.98,35,0,27.7,53.3,Partially cloudy
27.5,76.03,35.8,0,18.4,47.7,Partially cloudy
26.2,84.49,37,30.6,24.1,51.3,"Rain, Partially cloudy"
25.1,86.41,,20.8,18.5,80.5,"Rain, Overcast"
27.4,73.1,34.7,0.2,43.6,56.4,"Rain, Partially cloudy"
26.5,80.62,36.4,7,38.9,52.6,"Rain, Partially cloudy"
28.5,70.61,35.2,229,29.5,57.1,"Rain, Partially cloudy"
28.3,72.29,37,1,31.3,56.2,"Rain, Partially cloudy"
28,75.2,36.9,15,33.5,47.6,"Rain, Partially cloudy"
26.7,82.32,36.4,23.3,24.1,59,"Rain, Partially cloudy"
26.9,78.89,33.5,0.4,27.7,60.9,"Rain, Partially cloudy"
26.8,77.93,37,18,29.5,49.3,"Rain, Partially cloudy"
25,86.02,30.2,6,24.1,60.7,"Rain, Partially cloudy"
28.1,73.67,38.2,16,27.7,45,"Rain, Partially cloudy"
28.3,73.86,36.5,5.3,14.8,49.6,"Rain, Partially cloudy"
26.8,75.19,35.6,2,25.9,64.7,"Rain, Partially cloudy"
27.1,77.03,35.3,2,24.1,50,"Rain, Partially cloudy"
27.5,76.57,34.8,0,17.5,36.8,Partially cloudy
29.1,65.97,35.9,0,14.8,40.3,Partially cloudy
29.4,66.51,36.3,12,22.3,40.8,"Rain, Partially cloudy"
28.9,72.52,38.2,0,18.4,36.7,Partially cloudy
29.6,65.31,37.6,0,27.7,39.7,Partially cloudy
26.8,77.88,36.1,4,25.9,56.7,"Rain, Partially cloudy"
26.9,80.06,37,2.3,22.3,56.5,"Rain, Partially cloudy"
26.8,83.99,37.3,14.3,24.1,81,"Rain, Overcast"
27.5,77.2,35.7,0.1,24.1,49.2,"Rain, Partially cloudy"
27.5,77.24,36.5,0.2,18.4,42,"Rain, Partially cloudy"
26.9,81.31,35.2,14,18.4,53.8,"Rain, Partially cloudy"
27.6,78.25,35,6,20.5,50.3,"Rain, Partially cloudy"
27.7,78.1,36.9,0,14.8,36.1,Partially cloudy
27.4,79.79,35.7,34.1,16.6,48.3,"Rain, Partially cloudy"
28,79,37.6,26.9,18.4,59,"Rain, Partially cloudy"
28.5,73.15,36.4,0,24.1,29,Partially cloudy
